Order;Bribri (Nasal as line);Training sentence;Spanish;Source;Dialect
1560;kàl ö iʼ eʼ talárke̱ ieʼ jkö̀ mi̱k;kàl ö i' e' talárkẽ ie' jkòq mĩk;este o aquél árbol crecía junto a su orilla;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1561;¡é! eʼ rö tsëʼka̱;é ! e' rö tsë'kã;eh ! estaba vivo;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1562;¡é! eʼ a̱me̱ʼa̱t ma̱ Sibö̀ dör à̱s ma̱ awápa dör eʼ ka̱nè̱u̱;é ! e' ãmẽ'ãt mã Sibòq dör àxs mã awápa dör e' kãnèxũ;eh ! Sibö̀ lo dejó pues para que los suquias lo utilicen;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1563;"mì̱ka̱ seʼ kirìna̱ eʼ ta̱ eʼ wa seʼ buaʼwè̱ke̱, ""sí""";"mìxkã se' kirìnã e' tã e' wa se' bua'wèxkẽ , "" sí """;cuando una persona se enferma con eso se cura , sí;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1564;eʼ ku̱é̱ki̱ iʼ ta̱ saʼ a̱ mì̱ka̱ saʼ a̱ ma̱ ká̱ a̱mé̱ne̱;e' kũéxkĩ i' tã sa' ã mìxkã sa' ã mã káx ãméxnẽ;por eso en el momento cuando a nosotros nos dan el lugar;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1565;seʼ wö́kirpa sarûrû tö saʼ a̱ eʼ ta̱;se' wóqkirpa sarûrû tö sa' ã e' tã;nuestros jefes blancos a nosotros;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1566;saʼ i ajkà mé̱ka̱ këʼköldi;sa' i ajkà méxkã kë'köldi;nosotros le pusimos el nombre de këʼköldi;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1567;buaʼ saʼ a̱ saʼ i tsé;bua' sa' ã sa' i tsé;nosotros lo escuchamos bonito;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1568;saʼ saʼ a̱ i tsë́r buaʼ kiè këʼköldi;sa' sa' ã i tséqr bua' kiè kë'köldi;para nosotros se escucha bonito el nombre këʼköldi;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1569;eʼ ku̱é̱ki̱ iʼ ta̱ iʼ kiè këʼköldi;e' kũéxkĩ i' tã i' kiè kë'köldi;por eso en la actualidad se llama këʼköldi;CorpusSofia B15h11m33s06sep2012.html Sobre el significado de la palabra kë'köldi;amubri
1570;í̱ma̱ beʼ kiè;íxmã be' kiè;cómo se llama ?;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1571;yeʼ kiè Andrey Almengor Almengor;ye' kiè Andrey Almengor Almengor;yo me llamo Andrey Almengor Almengor;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1572;¿kò̱s beʼ ki̱ dawás tsoʼ?;kòxs be' kĩ dawás tso' ?;cuántos años tiene usted ?;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1573;yeʼ ki̱ dawás tsoʼ dieciocho;ye' kĩ dawás tso' dieciocho;yo tengo dieciocho años;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1574;"dieciocho ""años""";"dieciocho "" años """;dieciocho años;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1575;¿beʼ sé̱rke̱ í̱e̱?;be' séxrkẽ íxẽ ?;usted vive aquí ?;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1576;í̱e̱ yeʼ sé̱rke̱ ¡ajá!;íxẽ ye' séxrkẽ ajá !;aquí vivo aja !;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1577;¿í̱e̱ beʼ kù̱ne̱?;íxẽ be' kùxnẽ ?;usted nació aquí ?;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1578;í̱e̱ yeʼ kù̱ne̱;íxẽ ye' kùxnẽ;aquí yo nací;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1579;beʼ yö̀ne̱ escuela aì a̱;be' yòqnẽ escuela aì ã;te formaste en esta escuela;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1580;"yeʼ yö̀ne̱ ""Escuela Coroma"", yö̀ne̱ ""Colegio Coroma""";"ye' yòqnẽ "" Escuela Coroma "" , yòqnẽ "" Colegio Coroma """;yo fui formado en la escuela de Coroma , fui formado en el colegio de Coroma;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1581;¡à̱! eʼ a̱ beʼ yö̀ne̱;àx ! e' ã be' yòqnẽ;ah ! usted fue formado en esa;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1582;eʼ a̱ yeʼ yö̀ne̱;e' ã ye' yòqnẽ;en esa yo fui formado;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1583;¿î̱ñe̱ beʼ tsoʼi̱a̱ e̱ʼ wö́ulâu̱k ö kë̀ ku̱ e̱ʼ wö́ulâu̱k?;îxñẽ be' tso'ĩã ẽ' wóqulâũk ö kèq kũ ẽ' wóqulâũk ?;actualmente usted está estudiando todavía o no está estudiando ?;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1584;dawás bák yeʼ wa̱ yeʼ yë̀ne̱ttsa̱;dawás bák ye' wã ye' yèqnẽttsã;el año pasado yo fui egresado;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1585;î̱ñe̱ ta̱ yeʼ tsoʼne̱ ká̱ kibí ki̱ i mâ̱u̱k;îxñẽ tã ye' tso'nẽ káx kibí kĩ i mâxũk;actualmente estoy probando en la ciudad principal;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1586;¿í̱ma̱ ká̱ eʼ kiè?;íxmã káx e' kiè ?;cómo se llama ese lugar ?;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1587;"San José"", ""Seminario"" kiè ""San Vicente de Paúl""";"San José "" , "" Seminario "" kiè "" San Vicente de Paúl """;se llama San José , Seminario de Paúl;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1588;¿eʼ a̱ beʼ sé̱rke̱?;e' ã be' séxrkẽ ?;en esa usted vive ?;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1589;eʼ a̱ yeʼ tsoʼ ¡ajá!;e' ã ye' tso' ajá !;en esa estoy aja !;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1590;dawás eʼka déka̱tke beʼ ki̱;dawás e'ka dékãtke be' kĩ;un año ya lleva usted;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1591;dawás dö̀ke̱tke eʼk yeʼ ki̱;dawás dòqkẽtke e'k ye' kĩ;casi un año llevo yo;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1592;buaʼ eʼs eʼ irir, buaʼë;bua' e's e' irir , bua'ë;bien así es , muy bien;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1593;yeʼ ki̱ kiàna̱ beʼ rö dayë̀ apàke ¿wè̱s dayë̀ yö̀ne̱?;ye' kĩ kiànã be' rö dayèq apàke wèxs dayèq yòqnẽ ?;yo quiero que usted explique sobre el mar cómo el mar fue creado ?;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1594;¿wé̱ dá sa̱ aláköl eʼ rö? ¿wë́m eʼ rö? beʼ wa̱ ujchè̱r, apàkö saʼ a̱ ¿wè̱s irir?;wéx dá sã aláköl e' rö ? wéqm e' rö ? be' wã ujchèxr , apàkö sa' ã wèxs irir ?;de dónde proviene de una mujer ? de un hombre ? usted lo sabe , explíquenos cómo es eso ?;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1595;ché irir icha ká̱ i̱â̱i̱â̱ Sibö̀ bák mé̱r ieʼ ù a̱ ta̱;ché irir icha káx ĩâxĩâx Sibòq bák méxr ie' ù ã tã;dicen que en el tiempo antiguo Sibö̀ estuvo sentado en su casa;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1596;ieʼ dawöʼ bité̱ a̱ ieʼ apàkök;ie' dawö' bitéx ã ie' apàkök;su prima vino a visitarlo;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1597;ieʼ dawöʼ, ieʼ déwa ieʼ ù a̱, ieʼ a̱ ché, ieʼ apàkök;ie' dawö' , ie' déwa ie' ù ã , ie' ã ché , ie' apàkök;su prima , ella vino a su casa , ella le dijo , vengo a visitarlo;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1598;débitu̱ e̱ʼ tkése̱;débitũ ẽ' tkésẽ;llegó se sentó;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1599;kùkur ta̱ ieʼ i a̱ ché;kùkur tã ie' i ã ché;de pronto ella le dice;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1600;Sibö̀ mé̱r kipö̀ a̱ eʼ a̱, ieʼ ché;Sibòq méxr kipòq ã e' ã , ie' ché;a Sibö̀ que está acostado en la hamaca , le dice;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1601;¡à! dawöʼ ta̱î̱ í̱e̱ stsâwak yeʼ kuèke̱;à ! dawö' tãîx íxẽ stsâwak ye' kuèkẽ;ah ! primo aquí muchas hormigas me pican;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1602;Sibö̀ ieʼ a̱ ché: beʼ e̱ʼ shkö́bitu̱ a̱wí̱ a̱;Sibòq ie' ã ché : be' ẽ' shkóqbitũ ãwíx ã;Sibö̀ le dice a ella: véngase para este lado;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1603;ieʼ e̱ʼ shkébitu̱ a̱wí̱ a̱;ie' ẽ' shkébitũ ãwíx ã;ella se desplaza para acá;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1604;ieʼ dé a̱wí̱ a̱ ta̱ ieʼ Sibö̀ a̱ skà chéne̱: ¡à! dawöʼ;ie' dé ãwíx ã tã ie' Sibòq ã skà chénẽ : à ! dawö';ella llega acá y ella le vuelve a decir a Sibö̀: ah ! primo;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1605;ta̱î̱ í̱e̱ chìrwak yeʼ kuèke̱;tãîx íxẽ chìrwak ye' kuèkẽ;aquí muchas arrieras me pican;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1606;Sibö̀ ieʼ a̱ ché: beʼ e̱ʼ shkö́bitu̱ a̱wí̱ a̱;Sibòq ie' ã ché : be' ẽ' shkóqbitũ ãwíx ã;Sibö̀ le dice: véngase para acá;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1607;ieʼ e̱ʼ kéka̱, e̱ʼ tkése̱ e̱ʼ, kùkur ta̱ ieʼ Sibö̀ a̱ chéne̱:;ie' ẽ' kékã , ẽ' tkésẽ ẽ' , kùkur tã ie' Sibòq ã chénẽ :;ella se levanta , vuelve a sentarse ahí , de pronto vuelve a decirle a Sibö̀:;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1608;¡à! dawöʼ ta̱î̱ í̱e̱ kà̱li̱ yeʼ nû̱wè̱ke̱;à ! dawö' tãîx íxẽ kàxlĩ ye' nûxwèxkẽ;ah ! primo aquí me moja mucho la lluvia;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1609;yeʼ a̱ beʼ kipö̀ apéitö́ e̱ʼ iö́k;ye' ã be' kipòq apéitóq ẽ' ióqk;présteme su hamaca para acostarme;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1610;ta̱ Sibö̀ ieʼ a̱ ché:;tã Sibòq ie' ã ché :;entonces Sibö̀ le dijo:;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1611;aû, kë̀ yeʼ kipö̀ apéitepa beʼ a̱, yeʼ kipö̀ apéitepa beʼ a̱;aû , kèq ye' kipòq apéitepa be' ã , ye' kipòq apéitepa be' ã;no , yo no le presto mi hamaca a usted , mi hamaca no se la prestaré;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1612;ieʼ Sibö̀ a̱ skà chéne̱;ie' Sibòq ã skà chénẽ;ella le dijo de nuevo a Sibö̀;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1613;Sibö̀ ieʼ a̱ ché: aû, kë̀ yeʼ a̱ i apéitepa;Sibòq ie' ã ché : aû , kèq ye' ã i apéitepa;Sibö̀ le dice a ella: no , no la prestaré;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1614;ieʼ Sibö̀ a̱ ché ta̱, Sibö̀ ieʼ i̱ù̱té;ie' Sibòq ã ché tã , Sibòq ie' ĩùxté;ella le dice a Sibö̀ , Sibö̀ le contesta:;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1615;tö beʼ yeʼ a̱ beʼ datsiʼ eʼta̱ beʼ yeʼ dalö̀ie ta̱ yeʼ beʼ a̱ i apéite;tö be' ye' ã be' datsi' e'tã be' ye' dalòqie tã ye' be' ã i apéite;si usted me da su ropa entonces usted me respeta y yo se la presto;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1616;ieʼ datsiʼ a̱mé̱ seʼ yë́ a̱ ta̱ ieʼ e̱ʼ iéka̱ i kipö̀ a̱;ie' datsi' ãméx se' yéq ã tã ie' ẽ' iékã i kipòq ã;su ropa le dio a nuestro padre y ella se recostó en su hamaca;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1617;kúkur ta̱ ieʼ âr ë̂k ta̱ ieʼ i ché;kúkur tã ie' âr êqk tã ie' i ché;de pronto ella estando sentada en la hamaca , quedita , ella dice:;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1618;yeʼ shkaʼku̱ ûriki̱;ye' shka'kũ ûrikĩ;quiero ir al servicio;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1619;ieʼ Sibö̀ a̱ i ché tö:;ie' Sibòq ã i ché tö :;ella le dice a Sibö̀:;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1620;ña̱ a̱ beʼ ulàkata apéitö ie shkó ûriki̱;ñã ã be' ulàkata apéitö ie shkó ûrikĩ;présteme su bastón para ir al servicio;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1621;Sibö̀ ieʼ a̱ i ché: aû;Sibòq ie' ã i ché : aû;Sibö̀ le dice: no;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1622;ieʼ i skà i chéne̱;ie' i skà i chénẽ;nuevamente ella le dice;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1623;Sibö̀ a̱ tö i apéitö yeʼ a̱, Sibö̀ ieʼ a̱ i ché: aû, kë̀ yeʼ a̱ i apéitepa;Sibòq ã tö i apéitö ye' ã , Sibòq ie' ã i ché : aû , kèq ye' ã i apéitepa;a Sibö̀ préstemelo , Sibö̀ le dice: no , no se lo prestaré;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1624;ieʼ Sibö̀ a̱ chéne̱ ma̱ñà̱tökicha ta̱ Sibö̀ ieʼ a̱ i ché;ie' Sibòq ã chénẽ mãñàxtökicha tã Sibòq ie' ã i ché;ella le dice por tercera vez a Sibö̀ y Sibö̀ le dice:;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1625;yö beʼ a̱ i apéitemi̱ êrë mì̱k beʼ démi̱ ûriki̱, beʼ e̱ʼ tkése̱;yö be' ã i apéitemĩ êrë mìxk be' démĩ ûrikĩ , be' ẽ' tkésẽ;yo se lo puedo prestar pero cuando usted vaya al servicio , usted se sienta;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1626;ta̱ kàl mú̱ka̱ beʼ ôbata ki̱;tã kàl múxkã be' ôbata kĩ;y apoye el bastón sobre su hombro;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1627;kë̀ mô̱ tëʼr íyök ki̱;kèq môx të'r íyök kĩ;no lo deje sobre la tierra;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1628;ieʼ mí̱a̱ êrë kë̀ wa̱ Sibö̀ ujtö̀ tsë̀ne̱;ie' míxã êrë kèq wã Sibòq ujtòq tsèqnẽ;ella fue pero las palabras de Sibö̀ no fueron escuchadas;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1629;ieʼ démi̱ ûriki̱, ieʼ e̱ʼ tkése̱, ieʼ kàl tkéwa̱ íyök â̱mi̱k;ie' démĩ ûrikĩ , ie' ẽ' tkésẽ , ie' kàl tkéwã íyök âxmĩk;ella fue al servicio , se sentó , clavó el bastón en la tierra;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1630;ieʼ tkë́r ûriki̱ ta̱ ieʼ i tsé ta̱ kàl bulàne̱;ie' tkéqr ûrikĩ tã ie' i tsé tã kàl bulànẽ;ella está sentada en el servicio y ella escucha que el bastón fue sonado;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1631;ieʼ mì̱k ieʼ baté̱a̱ne̱ kàl wéblök ta̱, kë̀ kàl ku̱ i̱a̱;ie' mìxk ie' batéxãnẽ kàl wéblök tã , kèq kàl kũ ĩã;ella cuando ella volvió a ver el bastón , el bastón ya no estaba;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1632;ieʼ kàl yulé, kàl yulé chô, ieʼ kéka̱ i yulö́k, kë̀ ieʼ wa̱ i kù̱ne̱;ie' kàl yulé , kàl yulé chô , ie' kékã i yulóqk , kèq ie' wã i kùxnẽ;ella buscó el bastón , buscó el bastón sin rumbo , ella se levantó a buscarlo , ella no lo encontró;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1633;ieʼ kí̱ yulé, ieʼ kí̱ yulé, kúkur ta̱ tkabë̀ ieʼ kuéwa̱ e̱ʼrök;ie' kíx yulé , ie' kíx yulé , kúkur tã tkabèq ie' kuéwã ẽ'rök;ella siguió buscando , siguió buscando de pronto una culebra la mordió allí;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1634;ieʼ déne̱ i dawöʼ a̱ i chö́k tö ¡à! dawöʼ;ie' dénẽ i dawö' ã i chóqk tö à ! dawö';ella regresó para decirle a su primo que: ah ! primo;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1635;tkabë̀ yeʼ kuéwa̱ e̱ʼrök;tkabèq ye' kuéwã ẽ'rök;la culebra me mordió allí;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1636;Sibö̀ ieʼ a̱ i ché ¡ike ta̱ i tsè bö! eʼ kë̀ bö yeʼ i̱ù̱té eʼ ku̱é̱ki̱ ta̱ beʼ kuéwa̱ irir;Sibòq ie' ã i ché ike tã i tsè bö ! e' kèq bö ye' ĩùxté e' kũéxkĩ tã be' kuéwã irir;Sibö̀ le dijo tome para que sienta ! , usted no me obedeció , por eso la mordió;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1637;wè̱s sé̱, e̱ʼ beʼ e̱ʼ mú̱tër beʼ dawö̀râwa;wèxs séx , ẽ' be' ẽ' múxtër be' dawòqrâwa;como ahí , aquí acuéstese usted morirá;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1638;ieʼ e̱ʼ mé̱tër e̱ʼrök, ieʼ kí̱ tsèwa̱;ie' ẽ' méxtër ẽ'rök , ie' kíx tsèwã;de pronto ella estando sentada en la hamaca , quedita , ella dice:;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1639;dìwö dé ma̱ñà̱t ta̱ ieʼ dawówa̱;dìwö dé mãñàxt tã ie' dawówã;al cabo de tres horas , ella murió;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1640;ta̱ ieʼ dur nú̱ie;tã ie' dur núxie;pues ella estaba impura;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1641;"Sibö̀ ieʼ nú̱ ""mé̱tëshkö""";"Sibòq ie' núx "" méxtëshkö """;Sibö̀ tendió su cadáver;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1642;Sibö̀ dör bukëʼ kiéne̱ bö̀t i ajkö́nu̱k;Sibòq dör bukë' kiénẽ bòqt i ajkóqnũk;Sibö̀ llamó a dos ranas para vigilarlo;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1643;bukëʼ i ajkö́nè̱ke̱ eʼt eʼtöm eʼt eʼtöm eʼs ieʼpa a̱ñì̱ kí̱mù̱ke̱;bukë' i ajkóqnèxkẽ e't e'töm e't e'töm e's ie'pa ãñìx kíxmùxkẽ;las ranas lo vigilaban de una en una así ellas se ayudaban;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1644;eʼtöm i ché mì̱k ieʼ dawé balí wa̱ ta̱ ieʼ mí̱a̱ne̱ eʼ ta̱ eʼtöm débitu̱ i ajkö́nu̱kne̱;e'töm i ché mìxk ie' dawé balí wã tã ie' míxãnẽ e' tã e'töm débitũ i ajkóqnũknẽ;una dice , cuando el hambre la esté matando se va , entonces la otra llega para vigilar;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1645;eʼs ieʼpa batàie ta̱ eʼ tö i sa̱wé̱ tö Sibö̀ ieʼpala a̱ ikuö̀wö a̱mé̱ katè;e's ie'pa batàie tã e' tö i sãwéx tö Sibòq ie'pala ã ikuòqwö ãméx katè;así ellas al final vieron que Sibö̀ les dejó maíz para comer;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1646;e̱ʼ sa̱wé̱ ieʼ rö tö ikuö̀wö tëʼr eʼtöm íyök ki̱ ta̱ ieʼ tkë́rka̱ seʼ nú̱ batà ki̱;ẽ' sãwéx ie' rö tö ikuòqwö të'r e'töm íyök kĩ tã ie' tkéqrkã se' núx batà kĩ;ahí ella vió que hay un grano de maíz en el suelo , y que ella estaba sentada arriba encima del cadáver;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1647;ta̱ ieʼ i sa̱wé̱ tö ikuö̀wö tëʼr eʼt í̱ski̱;tã ie' i sãwéx tö ikuòqwö të'r e't íxskĩ;él vió que hay un grano de maíz abajo;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1648;ieʼ dawéwa balí wa̱, ieʼ ú̱ne̱ eʼ ku̱é̱ki̱;ie' dawéwa balí wã , ie' úxnẽ e' kũéxkĩ;el hambre la mataba , por eso ella saltó;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1649;mì̱k ieʼ ú̱ne̱ eʼ ku̱é̱ki̱ ta̱ seʼ nú̱ tsakìne̱wa̱;mìxk ie' úxnẽ e' kũéxkĩ tã se' núx tsakìnẽwã;cuando ella saltó entonces el cadáver estalló;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1650;eʼs Sibö̀ i sa̱wé̱ kàl déstsa̱;e's Sibòq i sãwéx kàl déstsã;así Sibö̀ vió que surgió un árbol;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1651;êrë kàl talâr ë̀me̱ kàl talâr ë̀me̱;êrë kàl talâr èqmẽ kàl talâr èqmẽ;pero el árbol crecía y el árbol crecía;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1652;kàl kë̀ dör é̱ne̱ é̱ne̱, ieʼ talárke̱ bë́rëbërë bétk bétk, ieʼ talâr dómi̱;kàl kèq dör éxnẽ éxnẽ , ie' talárkẽ béqrëbërë bétk bétk , ie' talâr dómĩ;el árbol no crecía despacio , despacio , sino bien rápido , rápido él estaba creciendo hasta llegar arriba;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1653;Sibö̀ i sa̱wé̱ ta̱ ká̱köljtö tsakèke̱watke irir;Sibòq i sãwéx tã káxköljtö tsakèkẽwatke irir;Sibö̀ ve que ya iba a reventar el cielo;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1654;ieʼ kë̀ a̱ wè̱s ì ò̱ne̱i̱a̱, ieʼrö biyö̀ché tsiö̀;ie' kèq ã wèxs ì òxnẽĩã , ie'rö biyòqché tsiòq;como él ya no estaba haciendo nada , él dio aviso a los tucanes;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1655;ieʼpa kiéne̱ i ulà tö́k;ie'pa kiénẽ i ulà tóqk;los llama para cortar sus ramas;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1656;ieʼpa débitu̱ i ulà té, i ulà té;ie'pa débitũ i ulà té , i ulà té;ellos llegaron y cortaban sus ramas , cortaban sus ramas;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1657;"châbitu̱ íyök a̱ ta̱ eʼ yö̀ne̱ diʼ tsítsiie kiè sìkua ujté ie ""laguna""";"châbitũ íyök ã tã e' yòqnẽ di' tsítsiie kiè sìkua ujté ie "" laguna """;al caerse al suelo fue transformado como en una quebrada pequeña llamada en habla no indígena laguna;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1658;¡ujú!;ujú !;uju !;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1659;Sibö̀ i sa̱wé̱ tö wakeʼ ieʼ ulà télor, êrë kí̱ talârke̱;Sibòq i sãwéx tö wake' ie' ulà télor , êrë kíx talârkẽ;Sibö̀ vió que de todas maneras aunque sus ramas cortaba , seguía creciendo más;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1660;ieʼ kë̀ i sawèi̱a̱ ieʼ rö ieʼ mò̱sopa tsoʼ eʼ péite;ie' kèq i sawèĩã ie' rö ie' mòxsopa tso' e' péite;el árbol no crecía despacio , despacio , sino bien rápido , rápido él estaba creciendo hasta llegar arriba;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1661;i bikö́kmi̱;i bikóqkmĩ;para empezar a talarlo;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
1662;ieʼ mò̱sopa débitu̱, e̱ʼ kéka̱;ie' mòxsopa débitũ , ẽ' kékã;sus ayudantes llegaron , se levantaron;CorpusSofia B15h45m07s18sep2015.html ¿Cómo se creo el mar?;coroma
